id,email,telefone,endereco,cidade,estado,cep,data_nascimento,idade,profissao,empresa,salario,altura,peso,imc,renda_familiar,score_credito,tempo_cliente,data_cadastro
394,theo14@example.net,0300 696 6716,"Largo Rodrigues
Santa Rita De Cássia
37554121 Castro de Cirino / PE",da Cruz da Prata,Ceará,65381-994,1969-04-08,56,Percursionista,Vasconcelos da Conceição - EI,6336,1.94,118.9,31.6,33583,445,1,2022-05-08 23:36:24
395,josue25@example.org,31 8212 0344,"Fazenda Maria Liz Cassiano, 349
Vila Antena Montanhês
45381-633 Caldeira / MT",Machado das Flores,Rio de Janeiro,43181-821,1983-09-23,42,Químico,Araújo,7413,1.62,77.2,29.4,51626,746,1,2024-11-06 16:26:39
396,leticiacavalcanti@example.org,0900-557-2617,"Feira Davi Lucca Jesus
Outro
31505-394 Mendes / SE",Monteiro,Acre,32610-759,2000-11-29,24,Contábil,Gonçalves,5766,1.88,90.5,25.6,78426,439,7,2022-07-20 02:18:51
397,mirellada-paz@example.com,+55 11 6185 4086,"Trevo Cauã da Luz, 89
Vila São Gabriel
39339747 Fogaça de Camargo / RS",Azevedo,Sergipe,66582588,1987-06-04,38,Agente de defesa sanitária,Leão - EI,3160,1.77,115.6,36.9,30826,453,2,2021-09-15 03:12:56
398,andradegabriela@example.org,+55 81 5689 8954,"Favela de Macedo, 539
Itapoa
65791-403 Rocha / TO",Abreu Alegre,Piauí,62594875,1963-01-29,62,Capoeirista,Marques da Rosa e Filhos,4488,1.93,59.8,16.1,38800,646,20,2023-04-13 11:49:07
399,davi-miguelmelo@example.com,+55 51 0831 4318,"Vereda Mendonça, 1
São Sebastião
19437691 Macedo das Pedras / TO",Silva de Minas,Espírito Santo,87548-093,2000-03-01,25,Embalador,Cunha S.A.,4115,1.82,74.9,22.6,44976,773,3,2024-06-22 21:18:59
400,ana-laura63@example.org,+55 (021) 1322 6621,"Loteamento de Barros
Primeiro De Maio
78917-924 Rocha / PR",Pinto,Mato Grosso do Sul,06057-379,1987-09-11,38,Radialista,Moreira,37577,1.66,111.6,40.5,34415,769,18,2024-01-28 01:06:55
401,nathan20@example.com,0500-520-0868,"Estação Paulo Vargas, 87
Leonina
08450-251 Alves / DF",da Mota de Minas,Rio Grande do Sul,00967503,1945-02-12,80,Barman,Pimenta,20832,1.57,101.3,41.1,54578,718,10,2022-08-05 16:05:18
402,agatha05@example.com,+55 81 2983-8918,"Lago Giovanna Jesus, 12
Estrela Do Oriente
49373-536 Pereira da Prata / MT",Martins,Pará,29218811,1978-02-04,47,Lutador de taekwondo,Sousa Câmara Ltda.,4599,1.96,101.9,26.5,15457,797,8,2021-10-16 09:39:09
403,theonascimento@example.org,+55 31 5616-0715,"Via Campos, 91
Universo
88588-891 Peixoto / MS",Câmara,Distrito Federal,23144716,2003-12-08,21,Produtor de audio visual,Câmara,36932,1.97,51.9,13.4,94039,568,20,2025-05-25 20:28:14
404,rochaagatha@example.net,(084) 9109-2441,"Sítio Costa, 12
Lajedo
51981115 da Costa / SC",Cassiano do Amparo,Bahia,76035-997,1981-01-10,44,Guarda roupeiro,Cunha,43763,1.85,112.2,32.8,30788,628,11,2025-09-02 08:04:34
405,benjamimvargas@example.com,11 6461 5204,"Conjunto de da Costa, 3
São Bernardo
62407217 Peixoto do Galho / MA",Rezende de Camargo,Rondônia,10547685,1967-01-03,58,Ourives,Souza,29548,1.73,80.8,27.0,26790,501,0,2025-05-19 02:08:25
406,anamonteiro@example.org,0300 620 0078,"Núcleo de Lopes, 43
Atila De Paiva
37816-435 Cavalcante Grande / AM",Moreira de Andrade,São Paulo,44232-834,1949-11-06,75,Atleta de nado sincronizado,Leão,42331,1.65,53.5,19.7,35292,782,18,2023-06-05 19:09:30
407,leticiacorreia@example.net,41 6083-9435,"Jardim Moraes, 21
Conjunto Lagoa
19916-985 Fonseca / PR",Albuquerque,São Paulo,78576-642,1955-12-04,69,Artesão,Porto,32569,1.57,97.5,39.6,14074,790,16,2021-09-17 18:09:34
408,joao-lucasmonteiro@example.net,+55 (081) 6091-1772,"Passarela de Garcia, 90
Alto Caiçaras
48973829 Cassiano / AL",Pastor,Pará,03314-122,1975-04-09,50,Aviador,Pires S/A,45152,1.66,89.6,32.5,67306,811,17,2022-05-02 23:23:35
409,lauraleao@example.org,0800 846 5981,"Morro Teixeira
Mangabeiras
77738-307 Campos / MT",Lopes,Paraíba,20873770,1962-05-18,63,Faturista,Araújo,46192,1.72,65.2,22.0,20316,709,8,2023-01-13 21:26:51
410,castrothomas@example.org,+55 (011) 0836-9093,"Condomínio Duarte, 96
Virgínia
55015996 Brito da Praia / RJ",Cavalcanti,Piauí,25580831,2007-09-02,18,Engenheiro de segurança do trabalho,Pimenta Nogueira Ltda.,5049,1.78,78.8,24.9,74850,644,12,2020-11-05 00:41:04
411,ana-livia06@example.net,+55 (031) 0068 4446,"Esplanada de Novaes, 88
Vale Do Jatoba
25892-125 Camargo / AP",Pimenta,Rondônia,24797544,1950-05-13,75,Preparador de máquinas,Moura,38788,1.57,65.3,26.5,33772,636,6,2022-12-15 02:44:31
412,vicente49@example.net,+55 (071) 7173-6832,"Viela Rhavi Jesus, 77
Santana Do Cafezal
00676-843 Carvalho dos Dourados / PB",Siqueira,Roraima,70725-200,1973-04-27,52,Mágico,Lima Pires e Filhos,9081,1.75,90.0,29.4,68329,751,13,2021-06-30 13:30:23
413,daniel04@example.org,0500 387 3775,"Fazenda de Pires, 32
Minaslandia
70426190 Nunes / PR",da Rosa de Minas,Paraíba,42016926,1985-09-08,40,Profissional de relacionamento com investidores RI,Ferreira,31739,1.65,108.3,39.8,61157,782,18,2024-12-21 07:13:04
414,wda-mota@example.net,(084) 4080 8977,"Rodovia Arthur Gabriel Siqueira, 49
Vila Madre Gertrudes 4ª Seção
74480-582 Vasconcelos da Prata / AP",Sales,Sergipe,95238893,1965-05-16,60,Preparador de máquinas,Gonçalves,31746,1.53,69.3,29.6,92422,600,18,2025-05-19 12:41:16
415,esiqueira@example.org,(031) 2440 6002,"Sítio de Cardoso, 9
Santa Terezinha
54810-465 Leão do Oeste / SC",Farias do Campo,Amapá,57668444,1994-07-24,31,Ginasta artística,Borges Abreu - ME,12532,1.66,70.6,25.6,88095,338,17,2022-10-15 11:28:06
416,davi-miguel01@example.com,+55 41 4540-5883,"Rua Rezende, 85
Olhos D'água
73967851 Sousa / SC",Mendonça do Amparo,Alagoas,62372-294,1954-11-14,70,Paparazzo,Almeida,14194,1.55,97.2,40.5,61677,593,12,2022-09-09 14:01:39
417,qcampos@example.com,+55 (011) 7129-0361,"Condomínio Almeida, 50
Novo Tupi
22394161 Camargo / BA",Sales,Piauí,65757702,1989-08-16,36,Polidor de produção,da Cruz,19398,1.63,75.1,28.3,90342,633,16,2023-01-18 07:57:52
418,piresgael@example.com,+55 61 9722-6943,"Feira de Novaes, 79
Palmeiras
03156-592 Alves / TO",Porto,Paraná,60268-090,1946-10-17,79,Quadrinista,Azevedo,17954,1.53,102.1,43.6,60219,705,12,2025-04-13 08:36:14
419,wmoreira@example.org,0500 669 9279,"Campo de Sales
Belvedere
42356-543 Montenegro / AC",Cavalcante,Rondônia,12965-034,1988-12-17,36,Pedagogo,Pinto,45716,1.51,59.7,26.2,21855,742,13,2023-03-25 05:27:22
420,gabrielaramos@example.com,+55 (051) 2402-5695,"Campo Catarina Farias, 887
Lorena
63336780 Araújo da Prata / CE",Barros,São Paulo,01875-354,1999-05-11,26,Corretor de seguros,Nunes e Filhos,45221,1.72,71.0,24.0,25651,688,15,2023-07-01 23:38:47
421,juliana76@example.com,+55 81 3460-5118,"Distrito Moraes, 10
Bonfim
15541-980 Rios / PR",Borges de da Luz,Pernambuco,60094808,1984-05-03,41,Tecnólogo em navegação fluvial,Cavalcanti,3847,1.74,61.4,20.3,97112,382,17,2020-12-03 22:24:35
422,ravi07@example.net,0500 946 0883,"Esplanada Vargas, 9
Vila Puc
96948-529 Pastor de Minas / MT",Araújo de Borges,Paraná,02327672,1994-03-17,31,Profissional de manutenção industrial,Moreira Teixeira S/A,23481,1.75,50.4,16.5,30317,676,16,2023-04-30 17:20:08
423,lnogueira@example.com,0800-652-4267,"Quadra Mirella Mendes, 90
Vila Cloris
38866967 Cardoso / AC",Moura de Rios,Rio Grande do Sul,42170-127,1993-08-07,32,Seguidor de compras,Silva - ME,35708,1.55,89.8,37.4,47698,832,15,2021-02-28 19:46:15
424,ravyrodrigues@example.com,(031) 0455 9494,"Vale Maria Luísa Araújo, 784
Vila De Sá
86393247 Monteiro Alegre / SP",Castro da Prata,Tocantins,76150031,1963-04-29,62,Musicoterapeuta,Marques Barros S/A,46358,1.99,98.8,24.9,22735,807,18,2024-03-16 12:08:49
425,nteixeira@example.net,+55 (081) 0488 6516,"Praia Joaquim Cardoso
Vila Batik
21317-175 Montenegro do Campo / BA",Duarte do Campo,Maranhão,79482424,2002-06-22,23,Tecnólogo em jogos digitais,Peixoto Moura - EI,7261,1.99,87.5,22.1,33803,492,20,2024-05-18 16:06:59
426,antonella64@example.com,0900-297-8387,"Colônia Monteiro
Estrela
54508148 Cavalcanti dos Dourados / AM",Novais,Mato Grosso,44501019,2004-11-07,20,Lapidário,Cassiano,21557,1.61,80.7,31.1,43536,463,7,2022-01-20 22:07:38
427,antonella80@example.org,+55 (041) 0369 7708,"Avenida de Montenegro, 8
Belmonte
24594-440 Leão de Oliveira / TO",Moreira,Espírito Santo,61961-391,1996-02-03,29,Assistente de direção,Viana Teixeira e Filhos,14830,1.75,66.3,21.6,36581,319,15,2024-06-10 06:18:38
428,fernanda21@example.org,+55 31 4333-4998,"Fazenda Carvalho, 7
Caiçaras
98314-166 Leão / CE",Cavalcante da Praia,Distrito Federal,02154-542,1988-07-31,37,Promotor de eventos,Nogueira Nascimento - ME,46181,1.78,57.0,18.0,49789,722,11,2020-11-30 17:12:19
429,duarteravi@example.net,(081) 4410 7720,"Travessa de Vieira, 66
Floramar
65804-316 Costa de Moreira / RR",Cavalcante,Sergipe,25833-418,2004-11-15,20,Sushiman,Cassiano,25729,1.77,107.8,34.4,64871,795,18,2022-04-27 16:40:36
430,luigi36@example.com,81 0935-3907,"Viela de Cardoso, 1
Vila Ecológica
32320-525 da Conceição Alegre / SC",Moreira,Espírito Santo,11463484,1971-05-21,54,Parteira tradicional,Oliveira da Cunha S/A,28753,1.77,111.3,35.5,43757,725,7,2023-01-09 02:59:21
431,maria-clara17@example.net,41 2370-5091,"Trecho Alves, 34
Laranjeiras
96245425 Cassiano de Pires / SE",Sousa do Galho,Distrito Federal,15022-782,1982-07-09,43,Pastilheiro,Azevedo,31504,1.87,55.1,15.8,11702,615,6,2021-05-30 14:45:06
432,melinanovaes@example.com,(041) 9701-5879,"Viela Freitas, 38
Vila Nova
21314-717 Lopes da Prata / GO",Vasconcelos de da Conceição,Rio Grande do Sul,97952850,1975-04-25,50,Comprador,Pacheco Novais - ME,12942,1.89,55.4,15.5,87748,598,13,2025-04-21 22:45:10
433,luiza97@example.com,81 6589 3581,"Estrada de Novais
Frei Leopoldo
85256-450 Cavalcanti da Serra / PA",Andrade da Serra,Pará,90969-979,2004-12-17,20,Técnico em tratamento de água,Moreira,41402,1.69,88.1,30.8,88316,850,8,2024-07-28 09:24:48
434,ssampaio@example.net,61 5309-3635,"Setor Peixoto, 84
Conjunto Paulo Vi
44622778 da Rocha da Mata / RN",Novais da Prata,Rio Grande do Norte,30900784,1959-01-05,66,Engenheiro metalúrgico,Mendonça da Mota e Filhos,20824,1.86,118.6,34.3,55599,709,5,2021-02-20 15:06:20
435,rodriguesmaria-alice@example.net,+55 11 5287 8814,"Trecho Guerra, 491
Santa Rosa
77970-830 Martins / ES",Ramos de da Rosa,Sergipe,45135017,1957-05-25,68,Jogador de boliche,da Mata,41140,1.6,107.4,42.0,43301,591,11,2022-11-04 18:23:37
436,luigicastro@example.com,+55 21 2076 1384,"Praça de Pires
Nova America
35527627 Sousa / RJ",Montenegro,Paraíba,76546442,2002-02-07,23,Modelista,Cavalcante,31456,1.67,55.3,19.8,98526,762,17,2023-10-25 21:39:05
437,felipecarvalho@example.net,+55 (051) 9929-3234,"Trecho Murilo Correia, 31
Estrela
17645-999 Rios / SP",Dias Grande,Amazonas,46678557,1996-07-07,29,Assistente de produção,Correia Casa Grande S.A.,11045,1.88,103.8,29.4,55049,519,7,2021-04-20 20:26:10
438,oliveiradavi-lucca@example.org,11 1275-5751,"Rua Fernando Pinto, 344
Minas Caixa
71644890 da Rocha dos Dourados / PI",Mendonça de Goiás,Pará,81117607,1954-02-15,71,Ombudsman,Fogaça,4376,1.94,111.1,29.5,95805,534,16,2023-11-02 15:44:29
439,machadoeduardo@example.net,+55 31 6545 1394,"Morro de Barbosa, 48
Vila Barragem Santa Lúcia
30022308 Ribeiro / SP",Albuquerque,Amapá,59693-573,1972-07-01,53,Baixista,Garcia Cassiano e Filhos,14292,1.5,95.5,42.4,17837,603,3,2025-06-24 05:52:52
440,maragao@example.org,0500-235-8875,"Esplanada Azevedo
Vera Cruz
05726-029 Garcia do Oeste / MG",Silva,Rondônia,24952441,1988-08-10,37,Grafologista,Leão,27174,1.52,89.2,38.6,35768,753,15,2021-11-19 07:04:42
441,mcardoso@example.org,21 0647-6222,"Trevo Kaique Aragão, 90
Vila Das Oliveiras
32815107 Lopes das Pedras / AL",Santos das Flores,Rio de Janeiro,64535906,1987-03-11,38,Ferramenteiro,Machado,22864,1.72,112.1,37.9,48178,729,18,2023-11-12 11:43:35
442,fernando27@example.com,(051) 0271 4303,"Largo Brito, 370
Grajaú
74811-131 Rocha / PA",Leão do Sul,Mato Grosso do Sul,66370-659,1984-02-20,41,Técnico em segurança do trabalho,Abreu,25610,1.5,109.2,48.5,18665,850,3,2024-09-09 22:36:25
443,opinto@example.org,+55 51 0675 8809,"Esplanada Pietro Costa, 826
Alípio De Melo
22576201 Pastor do Sul / AC",Freitas,Distrito Federal,66704-745,1973-11-13,51,Florista,Pimenta,31176,1.64,95.8,35.6,12391,521,5,2021-11-14 08:25:25
444,fernandosilva@example.net,(071) 6752-3540,"Vereda Peixoto, 12
Dom Silverio
55138969 Pinto / AL",Farias Paulista,Piauí,40017711,1966-11-10,58,Médico nuclear,Teixeira,33125,1.76,84.2,27.2,83283,443,1,2021-08-27 14:21:07
445,piresbella@example.net,+55 61 6274 2916,"Praia Davi Lucas Farias, 55
Beija Flor
78125963 Moraes / ES",Cavalcanti do Galho,Santa Catarina,14828-691,1995-03-13,30,Tecnólogo em Ciências das plantas medicinais,Cardoso,23607,1.58,69.6,27.9,38366,660,11,2021-07-11 01:09:19
446,cavalcantedaniela@example.com,(031) 2050-2388,"Praça das Neves, 18
Santo André
06217734 Moura Alegre / PR",Nascimento,São Paulo,63213670,1945-12-09,79,Lactarista hospitalar,Lima,7879,1.8,58.6,18.1,67881,563,15,2024-12-16 10:29:48
447,dazevedo@example.org,+55 (051) 7076-3588,"Condomínio João Lucas Correia, 44
Vila De Sá
67253-437 Garcia do Galho / DF",Moraes Grande,Mato Grosso,42525-424,1967-10-25,57,Técnico em edificações,Cirino Ltda.,14471,1.87,58.0,16.6,21611,768,16,2023-05-24 15:50:48
448,cdas-neves@example.com,+55 (081) 9285 4384,"Chácara Casa Grande, 804
Mirante
64141-587 Jesus / RJ",Fonseca de Monteiro,Sergipe,79861-441,1985-11-23,39,Perito criminal,Brito S/A,26639,1.59,79.8,31.6,54371,427,7,2021-11-16 07:46:52
449,lucas-gabrielabreu@example.com,+55 (041) 9025-9348,"Praça Ramos
Luxemburgo
15096-848 Cunha / AL",Vasconcelos,São Paulo,32874392,1981-12-26,43,Cadeirinha,Rios - ME,7121,1.6,98.6,38.5,22623,471,19,2025-04-13 16:47:23
450,marcos-vinicius50@example.com,+55 31 0400 6521,"Estação Rezende, 471
Vila Fumec
22288-653 Guerra das Flores / MT",Ramos do Galho,Rio de Janeiro,70731-584,1951-10-23,74,Engenheiro de telecomunicações,Pinto,36334,1.58,114.6,45.9,61552,489,4,2022-09-22 06:41:29
451,kpereira@example.org,+55 (084) 1870-2344,"Avenida de Gomes, 64
Vila Havaí
33456-098 Barbosa da Praia / MG",Vieira das Flores,Goiás,20333-943,1952-07-16,73,Ilustrador,Souza,24208,1.84,63.9,18.9,44418,390,0,2020-12-09 12:33:28
452,freitasvitor@example.org,+55 81 0086 5885,"Alameda Manuella Rocha
Colégio Batista
42981247 Cunha / RJ",Vasconcelos,São Paulo,39526084,2002-10-20,22,Técnico em taquigrafia,Moreira,42872,1.61,68.5,26.4,7873,668,1,2022-05-10 12:40:30
453,yrios@example.org,(021) 8689 2567,"Praça de Dias, 580
Bandeirantes
76713951 Teixeira / SC",Câmara,Piauí,31815-973,1960-04-24,65,Regente,Lima da Cunha e Filhos,36859,1.63,110.7,41.7,40795,498,7,2024-10-24 19:40:02
454,isaque98@example.net,11 4332 4423,"Lago Ribeiro, 93
Planalto
09328712 Duarte / PI",Mendonça,Pará,65028-729,1995-01-13,30,Jornalista,Garcia,15220,1.84,53.5,15.8,68364,421,10,2024-09-10 20:25:41
455,eloada-conceicao@example.org,+55 (021) 8698-7029,"Recanto Luiza Pimenta, 93
Barroca
57669-165 Cassiano do Amparo / MS",Montenegro de Goiás,Paraná,16599-693,1970-10-14,55,Estatístico,Almeida,25441,1.81,92.1,28.1,55780,775,15,2025-07-10 18:59:47
456,ymarques@example.net,+55 (011) 6016-2830,"Pátio Freitas
Vitoria
57953676 Cirino do Oeste / PA",da Luz do Campo,Minas Gerais,49300759,1979-07-19,46,Catador de carangueijos,das Neves Marques Ltda.,41356,1.95,96.9,25.5,60739,404,4,2022-02-16 06:21:54
457,apollopeixoto@example.net,41 3719-3075,"Estação de Porto, 99
Ipe
38969-094 da Costa de Jesus / TO",Lopes do Sul,Sergipe,68315189,1973-09-09,52,Marcador de luz,Carvalho,22016,1.51,56.9,25.0,49355,485,17,2024-05-12 10:01:58
458,brayansantos@example.net,+55 (071) 1074-3211,"Estação de Macedo
Milionario
88067614 Carvalho de Goiás / MA",Azevedo,Pernambuco,47060215,1970-08-12,55,Massoterapeuta,da Costa,34113,1.89,66.8,18.7,29711,775,13,2022-06-22 17:01:37
459,aurora23@example.net,+55 (071) 5705 0721,"Favela de Sousa, 3
Califórnia
78158458 Costa do Galho / GO",Machado,Paraíba,51478-058,1982-07-28,43,Ginasta artística,Albuquerque da Conceição - EI,4351,1.7,104.1,36.0,18536,794,3,2023-05-14 22:41:34
460,cirinoisadora@example.com,84 1555-0252,"Trevo de da Rosa, 507
Monsenhor Messias
12000191 Aragão de Minas / AM",Leão do Oeste,Amazonas,81030948,1981-12-31,43,Parteira tradicional,Rocha,30930,1.67,58.2,20.9,83488,775,7,2024-11-01 15:23:11
461,mda-mata@example.net,41 1078-8984,"Viela de Melo
Aparecida
38790-461 Ribeiro da Serra / SE",Marques das Flores,Ceará,13552-583,1997-12-31,27,Ilustrador,Albuquerque Cardoso - ME,29948,1.55,100.2,41.7,19535,325,0,2023-12-08 02:15:29
462,ljesus@example.net,0800-648-1408,"Quadra Rodrigues
Aeroporto
59822-103 da Conceição / MG",Mendes,Pará,10412-550,1957-10-20,68,Turismólogo,Rodrigues,11749,1.94,76.5,20.3,66636,500,10,2025-09-08 20:59:06
463,barrosian@example.com,61 3418 9294,"Campo Aylla Montenegro, 30
Mirtes
76104663 da Cruz / RR",Marques da Mata,Ceará,34102-741,1975-08-21,50,Cobrador de pedágio,Rezende,42749,1.54,89.5,37.7,40526,779,0,2022-01-27 01:40:58
464,esiqueira@example.org,61 0298-3330,"Estrada Machado, 73
São José
26390-272 Dias da Mata / CE",Alves de Farias,Rio Grande do Sul,39980078,1990-06-20,35,Profissional de educação física,Dias Ltda.,34809,1.5,102.8,45.7,83785,787,1,2021-06-21 17:25:58
465,spinto@example.com,+55 (084) 5321-3817,"Sítio de Moraes, 507
Novo Ouro Preto
07886-030 Nascimento / RN",Ferreira,Tocantins,30143884,1989-03-26,36,Cenotécnico,Nascimento,38545,1.92,55.3,15.0,79477,401,6,2025-10-04 00:23:13
466,santosnina@example.com,+55 (081) 9207-2843,"Recanto de Guerra, 96
São Cristóvão
75143687 Silveira do Galho / PE",Pinto,Rio Grande do Norte,62658-484,1966-12-27,58,Técnico em segurança do trabalho,Vargas,22701,2.0,67.5,16.9,53492,669,10,2022-08-15 20:27:13
467,garciavicente@example.com,81 4328 0751,"Sítio Vargas
Belvedere
44987-031 Costa / RO",Carvalho Grande,Santa Catarina,38867093,1979-07-06,46,Jogador de hóquei,Sales Novaes e Filhos,24120,1.62,100.2,38.2,52244,526,5,2020-12-02 09:48:52
468,ycavalcanti@example.org,+55 41 1336-9341,"Largo Gomes
Vila Nova Cachoeirinha 3ª Seção
08618760 Freitas / ES",Gonçalves,Pará,03825045,1970-03-03,55,Terapeuta ocupacional,da Rosa,46884,1.69,73.6,25.8,41749,730,20,2021-10-15 11:45:14
469,joao-gabrielandrade@example.net,(084) 4149 3027,"Parque Campos, 82
Lajedo
36150492 Pires / PB",Ramos,Tocantins,80064-535,1979-01-13,46,Capelão,da Rocha Ltda.,28215,1.63,97.1,36.5,78092,624,16,2024-01-07 16:56:09
470,maria-aliceaparecida@example.com,51 1704 8212,"Área Bento Pimenta, 26
Saudade
92029-411 Correia / RN",Nascimento de Goiás,Tocantins,28342015,1994-11-01,30,Tintureiro,Vargas,34238,1.58,92.0,36.9,95121,393,6,2021-05-12 05:43:25
471,heloisa48@example.com,+55 (031) 6430 3209,"Ladeira Teixeira, 70
Vila Cemig
17672387 Pinto Paulista / PB",da Mata do Norte,Santa Catarina,54583-325,1946-12-05,78,Técnico em radiologia,Monteiro,8792,1.98,100.5,25.6,52362,463,17,2021-07-26 23:52:43
472,manuella99@example.org,+55 (011) 5292-1506,"Fazenda Sara Gonçalves, 1
Boa Vista
13013892 Castro Verde / AC",Farias das Pedras,Acre,20578775,2000-02-10,25,Prático,Teixeira,8422,1.7,99.9,34.6,43743,620,13,2020-11-29 04:18:41
473,rda-mota@example.org,+55 (071) 7979-5536,"Trevo de Caldeira, 94
Nossa Senhora Do Rosário
90760055 Caldeira da Mata / TO",Novaes,Rio Grande do Norte,24405-456,1950-04-08,75,Maestro,Carvalho,3607,1.5,82.3,36.6,35635,316,7,2024-10-20 22:11:50
474,calebe53@example.org,+55 21 3614-0124,"Parque Fonseca, 15
Marieta 1ª Seção
63822-850 Mendonça de Ribeiro / RS",Cassiano,Maranhão,33392817,2002-02-14,23,Encanador,Moraes,37672,1.93,82.8,22.2,51371,441,7,2023-09-04 22:43:05
475,albuquerquemaria-julia@example.com,+55 31 6620 5781,"Praça Mendonça, 3
Novo Tupi
19628-187 da Cruz / BA",da Rocha Alegre,Rio de Janeiro,98123295,2001-12-04,23,Gestor público,Cavalcanti,12525,1.74,65.4,21.6,33709,514,11,2024-09-26 01:06:22
476,breno57@example.org,+55 (061) 0142-0903,"Vila de Monteiro, 1
Ermelinda
50708956 Borges / MS",Ramos da Serra,Sergipe,69521235,1952-02-18,73,Auxiliar administrativo,Carvalho,42728,1.85,70.6,20.6,90774,360,17,2021-07-08 18:28:16
477,gleao@example.net,41 0035-9489,"Núcleo de da Cruz, 339
Dom Cabral
12463-270 Caldeira de Minas / ES",Brito de Minas,Pará,51386723,2007-10-06,18,Arquiteto,Correia e Filhos,38428,1.71,93.2,31.9,92564,725,14,2025-03-23 17:58:55
478,nogueiraana@example.com,0500 575 2404,"Estação de Vasconcelos, 81
Madre Gertrudes
15877-689 Campos / AP",Barros Paulista,Acre,36823-356,1953-01-10,72,Lancheiro,Cunha,45648,1.9,113.4,31.4,24335,770,10,2021-10-02 20:23:18
479,aparecidalevi@example.net,+55 (021) 0895-0511,"Condomínio de Melo, 647
Indaiá
64195-826 Rodrigues do Oeste / RN",Cirino da Mata,Roraima,33406-911,1960-09-28,65,Editor de mesa de corte,Macedo S.A.,38624,1.8,55.1,17.0,12589,550,17,2020-11-24 01:28:31
480,cirinolaura@example.net,(031) 4993-3108,"Quadra de Aparecida
Álvaro Camargos
39078707 Cardoso da Prata / SP",Castro do Amparo,Roraima,07877572,1990-09-21,35,Barman,Mendes S.A.,43988,1.7,98.4,34.0,91374,693,9,2023-04-26 02:53:30
481,jcunha@example.org,0300 709 8323,"Área Paulo Peixoto, 690
Ademar Maldonado
48879509 Silveira / ES",Aparecida,Acre,23547607,1949-11-19,75,Bartender,Camargo,17454,1.95,60.3,15.9,81143,710,15,2025-05-30 12:38:14
482,diegogarcia@example.org,21 4947 5939,"Parque de Cassiano, 7
Maria Virgínia
98313-914 Sá de Peixoto / TO",Cavalcante,Rio de Janeiro,59435404,1998-05-23,27,Almoxarife,das Neves,10856,1.79,86.6,27.0,16185,311,2,2021-10-16 19:13:28
483,msilva@example.net,+55 (041) 3702 5772,"Fazenda Rios
Vila Madre Gertrudes 4ª Seção
45065240 Alves / CE",da Cruz,Paraíba,84097-423,1967-05-13,58,Fundidor,Dias,34304,1.72,51.6,17.4,63658,658,7,2023-10-28 11:47:44
484,jose-migueloliveira@example.com,(051) 6906-3879,"Área Sá
Santa Rosa
68919658 da Rosa de Cirino / RR",Abreu,Piauí,96742403,1989-04-13,36,Técnico tributarista,Borges S.A.,14077,1.65,52.1,19.1,63524,720,17,2023-12-22 00:40:51
485,qalves@example.org,(071) 1475-6484,"Vereda da Mata, 89
Acaiaca
89082991 Sales / MS",Aragão,Maranhão,40292310,1955-03-11,70,Chapeiro,Vargas e Filhos,27934,1.82,55.7,16.8,35021,495,15,2022-12-20 05:57:15
486,laura90@example.net,+55 51 4516 9176,"Vereda Isabela Albuquerque, 75
Cachoeirinha
25585531 Machado da Serra / TO",Gonçalves da Mata,Rondônia,33720860,2002-11-01,22,Engenheiro químico,Melo Martins e Filhos,5304,1.85,113.1,33.0,96538,849,7,2022-02-13 10:19:03
487,natalialeao@example.net,84 5494-6192,"Avenida Ana Liz Peixoto, 870
Vale Do Jatoba
81242-646 Teixeira / SE",Moreira,Maranhão,66408-029,1979-02-20,46,Fisiculturista,Rocha,29724,1.97,115.3,29.7,45130,454,1,2025-09-09 19:57:14
488,melissa93@example.com,11 7982-8048,"Vereda Barbosa, 121
Lindéia
15216-508 Pastor do Amparo / CE",das Neves de Vasconcelos,Paraíba,28690-108,1994-07-31,31,Profissional de rádio e tv,Mendonça Montenegro S/A,30075,1.67,72.3,25.9,18548,536,12,2024-02-04 18:33:19
489,maria-ceciliacarvalho@example.org,+55 11 9763-0522,"Campo Henrique da Costa
Silveira
53539999 Borges de Goiás / RO",Lima,Amazonas,07130-741,1952-02-21,73,Consultor de moda,Pastor Vieira - ME,20893,1.91,102.8,28.2,87713,837,17,2021-12-15 01:44:42
490,silvamaria-laura@example.org,(031) 8576 2907,"Parque Pimenta, 4
Vera Cruz
71690549 Pinto de Câmara / PR",das Neves,Amapá,79492-186,1976-04-05,49,Técnico em aviação,Alves,41080,1.54,106.5,44.9,33519,819,8,2024-08-16 11:33:04
491,augusto74@example.net,0500 646 8295,"Área Josué Leão, 303
Aparecida 7ª Seção
45355329 Araújo / SP",da Rosa de Minas,Maranhão,52681-288,1995-08-30,30,Médico cirurgião,Novaes - EI,23486,1.68,115.8,41.0,25708,526,9,2023-05-22 03:07:50
492,mathias84@example.com,(081) 7436-0813,"Colônia de Rios, 97
Saudade
35576-287 Almeida de Minas / PA",Mendes,Pernambuco,73075549,1947-09-14,78,Atleta de nado sincronizado,Brito S/A,30700,1.99,116.1,29.3,17293,312,3,2022-08-13 21:16:54
493,francisco79@example.net,(021) 1246 4290,"Praça Aylla Pinto, 13
Santa Monica
89601-416 Castro / RS",Camargo,Piauí,05086-507,1950-03-09,75,Guia turistico,Sá - EI,7027,1.83,83.3,24.9,96994,693,15,2023-01-07 20:16:19
